mesydaq Position Calibration File
position data: 1 row title, mapped pixel and occupancy in columns
bin	pix[0]	occ[0]	pix[1]	occ[1]	pix[2]	occ[2]	pix[3]	occ[3]	pix[4]	occ[4]	pix[5]	occ[5]	pix[6]	occ[6]	pix[7]	occ[7]	pix[8]	occ[8]	pix[9]	occ[9]	pix[10]	occ[10]	pix[11]	occ[11]	pix[12]	occ[12]	pix[13]	occ[13]	pix[14]	occ[14]	pix[15]	occ[15]	pix[16]	occ[16]	pix[17]	occ[17]	pix[18]	occ[18]	pix[19]	occ[19]	pix[20]	occ[20]	pix[21]	occ[21]	pix[22]	occ[22]	pix[23]	occ[23]	pix[24]	occ[24]	pix[25]	occ[25]	pix[26]	occ[26]	pix[27]	occ[27]	pix[28]	occ[28]	pix[29]	occ[29]	pix[30]	occ[30]	pix[31]	occ[31]	pix[32]	occ[32]	pix[33]	occ[33]	pix[34]	occ[34]	pix[35]	occ[35]	pix[36]	occ[36]	pix[37]	occ[37]	pix[38]	occ[38]	pix[39]	occ[39]	pix[40]	occ[40]	pix[41]	occ[41]	pix[42]	occ[42]	pix[43]	occ[43]	pix[44]	occ[44]	pix[45]	occ[45]	pix[46]	occ[46]	pix[47]	occ[47]	pix[48]	occ[48]	pix[49]	occ[49]	pix[50]	occ[50]	pix[51]	occ[51]	pix[52]	occ[52]	pix[53]	occ[53]	pix[54]	occ[54]	pix[55]	occ[55]	pix[56]	occ[56]	pix[57]	occ[57]	pix[58]	occ[58]	pix[59]	occ[59]	pix[60]	occ[60]	pix[61]	occ[61]	pix[62]	occ[62]	pix[63]	occ[63]	pix[64]	occ[64]	pix[65]	occ[65]	pix[66]	occ[66]	pix[67]	occ[67]	pix[68]	occ[68]	pix[69]	occ[69]	pix[70]	occ[70]	pix[71]	occ[71]	pix[72]	occ[72]	pix[73]	occ[73]	pix[74]	occ[74]	pix[75]	occ[75]	pix[76]	occ[76]	pix[77]	occ[77]	pix[78]	occ[78]	pix[79]	occ[79]	pix[80]	occ[80]	pix[81]	occ[81]	pix[82]	occ[82]	pix[83]	occ[83]	pix[84]	occ[84]	pix[85]	occ[85]	pix[86]	occ[86]	pix[87]	occ[87]	pix[88]	occ[88]	pix[89]	occ[89]	pix[90]	occ[90]	pix[91]	occ[91]	pix[92]	occ[92]	pix[93]	occ[93]	pix[94]	occ[94]	pix[95]	occ[95]	pix[96]	occ[96]	pix[97]	occ[97]	pix[98]	occ[98]	pix[99]	occ[99]	pix[100]	occ[100]	pix[101]	occ[101]	pix[102]	occ[102]	pix[103]	occ[103]	pix[104]	occ[104]	pix[105]	occ[105]	pix[106]	occ[106]	pix[107]	occ[107]	pix[108]	occ[108]	pix[109]	occ[109]	pix[110]	occ[110]	pix[111]	occ[111]	pix[112]	occ[112]	pix[113]	occ[113]	pix[114]	occ[114]	pix[115]	occ[115]	pix[116]	occ[116]	pix[117]	occ[117]	pix[118]	occ[118]	pix[119]	occ[119]	pix[120]	occ[120]	pix[121]	occ[121]	pix[122]	occ[122]	pix[123]	occ[123]	pix[124]	occ[124]	pix[125]	occ[125]	pix[126]	occ[126]	pix[127]	occ[127]	
218	27	1	26	1	26	0.255745	26	0.267782	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.397529	26	0.361996	26	1	26	1	26	1	26	0.628971	26	0.0555915	26	0.315893	26	1	26	0.950813	26	1	27	1	27	1	26	1	26	1	27	1	26	0.63982	26	0.741282	26	1	27	1	27	1	27	1	27	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.444911	27	1	27	1	27	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.463652	26	0.470848	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.345592	26	1	26	1	26	1	26	1	26	1	26	1	26	0.352492	26	1	26	1	26	1	26	1	26	1	26	1	26	1	
219	27	1	26	0.352373	27	1	27	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	27	1	27	1	26	1	26	0.273435	26	0.740054	27	1	27	1	27	1	26	1	27	1	26	1	27	1	27	1	26	0.797513	26	1	27	1	27	1	27	1	26	1	27	1	27	1	27	1	27	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.0569383	27	1	27	1	27	1	27	1	26	0.6026	26	1	26	0.205587	26	1	26	1	26	0.73669	27	1	27	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	27	1	26	0.885511	26	1	26	1	26	1	26	1	26	1	27	1	26	1	26	0.909813	26	1	26	1	26	1	26	1	26	1	
220	27	1	27	1	27	1	27	1	26	1	26	1	26	1	26	1	26	0.634724	27	1	26	1	26	1	26	1	26	0.512331	26	1	26	0.931334	26	1	26	0.826628	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	0.707046	26	1	26	1	26	1	26	1	26	1	26	1	27	1	27	1	26	0.396192	27	1	27	1	27	1	27	1	27	1	26	0.110971	27	1	27	1	27	1	27	1	27	1	26	1	27	1	27	1	27	1	26	1	27	1	27	1	27	1	27	1	27	1	26	1	26	1	26	0.996827	26	1	26	1	26	1	26	0.975871	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	26	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.480034	27	1	26	0.982561	26	1	27	1	27	1	27	1	26	0.700842	26	1	26	1	26	0.911575	26	1	26	1	27	1	26	1	26	1	26	0.236449	26	1	26	1	26	0.671888	26	1	26	0.1014	26	0.939319	26	0.16287	26	1	26	0.892555	26	0.510259	26	1	26	1	26	1	26	0.378214	26	0.135046	26	1	26	0.27924	26	0.920118	27	1	27	1	27	1	26	0.265471	26	1	26	1	26	0.900399	27	1	26	0.115602	27	1	26	1	26	1	26	1	26	0.536402	26	1	
221	27	1	27	1	27	1	27	1	26	0.615887	26	1	26	0.870098	26	1	27	1	27	1	27	1	26	1	26	0.771426	27	1	26	1	27	1	26	0.539851	27	1	26	0.242797	26	1	26	1	26	1	26	0.993331	26	1	26	0.367562	27	1	26	1	26	1	26	0.603761	26	0.858823	26	1	26	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.798877	27	1	27	1	26	0.0697385	27	1	27	1	27	1	26	0.699318	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	26	0.597476	26	0.262427	27	1	26	1	26	0.793215	27	1	26	0.0266794	26	1	26	1	26	0.950062	26	0.310405	26	0.289767	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.109006	27	1	27	1	27	1	27	1	26	1	26	0.664275	27	1	26	0.848718	26	1	27	1	26	1	26	1	27	1	26	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	27	1	27	1	26	0.823315	26	0.319572	26	0.429662	27	1	27	1	26	0.557905	27	1	27	1	27	1	27	1	27	1	27	1	26	0.318988	26	0.418042	27	1	27	1	27	1	27	1	26	0.105955	26	0.800126	26	0.476298	27	1	26	1	
222	27	1	27	1	27	1	27	1	27	1	26	0.835185	27	1	27	1	27	1	27	1	27	1	26	0.651531	27	1	27	1	26	0.22783	27	1	27	1	27	1	27	1	26	1	26	0.0549515	26	0.432975	27	1	26	0.363654	27	1	27	1	26	0.159195	26	0.185423	27	1	27	1	26	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	27	0.650461	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	27	1	27	1	27	1	26	0.000194993	27	1	27	1	27	1	27	1	26	1	27	1	27	1	27	1	27	1	27	1	27	0.0169561	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.191802	27	1	27	1	27	1	27	1	27	1	26	0.583769	26	1	27	1	26	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.627797	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	
223	27	0.218625	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.218648	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.0716015	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	27	1	27	1	27	0.95943	27	1	27	1	27	1	28	1	27	0.827355	27	0.29561	27	0.240854	27	1	27	1	27	1	27	1	26	0.273265	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.0370069	27	1	27	1	27	1	27	1	27	1	28	1	27	0.0971762	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	27	1	26	0.313819	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	1	
224	28	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	27	1	27	1	28	1	27	1	27	1	27	1	28	1	28	1	28	1	28	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	27	0.114808	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	26	0.13151	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	
225	28	1	27	1	27	0.13284	27	0.145082	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.298131	27	0.28073	27	1	27	1	27	1	27	0.529676	27	0.0264719	27	0.206338	27	1	27	0.838433	27	1	28	1	28	1	27	1	27	1	28	1	27	0.513972	27	0.630723	27	1	28	1	28	1	28	1	28	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.288113	28	1	28	1	28	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.328886	27	0.322619	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.215459	27	1	27	1	27	1	27	1	27	1	27	1	27	0.220168	27	1	27	1	27	1	27	1	27	1	27	1	27	1	
226	28	1	27	0.240047	28	1	28	1	27	1	27	1	27	1	27	1	27	1	27	0.946598	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	27	1	27	0.182427	27	0.639895	28	1	28	1	28	1	27	1	28	1	27	1	28	1	28	1	27	0.685967	27	1	28	1	28	1	28	1	27	1	28	1	28	1	28	1	28	1	27	0.892464	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	28	1	28	1	28	1	27	0.463875	27	1	27	0.0878138	27	1	27	1	27	0.602588	28	1	28	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.934196	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	1	28	1	27	0.7419	27	0.984392	27	1	27	1	27	1	27	1	28	1	27	1	27	0.799663	27	1	27	1	27	1	27	1	27	1	
227	28	1	28	1	28	1	28	1	27	1	27	1	27	1	27	1	27	0.493022	28	1	27	0.900762	27	1	27	1	27	0.382076	27	1	27	0.780888	27	1	27	0.688111	27	1	27	1	27	1	27	1	27	1	27	1	27	1	27	0.635444	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	27	0.305894	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	28	1	28	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	27	0.949766	27	0.910896	27	0.88896	27	1	27	1	27	1	27	0.941804	27	1	27	1	27	0.951189	27	1	27	1	27	1	27	1	27	1	27	1	28	1	28	1	28	1	28	1	28	1	28	1	27	0.402356	28	1	27	0.833813	27	1	28	1	28	1	28	1	27	0.570173	27	1	27	1	27	0.738343	27	1	27	1	28	1	27	1	27	1	27	0.118506	27	1	27	0.875404	27	0.546331	27	0.887948	28	1	27	0.796973	27	0.0310467	27	1	27	0.774809	27	0.397764	27	1	27	1	27	1	27	0.299471	27	0.0553787	27	1	27	0.188903	27	0.781312	28	1	28	1	28	1	27	0.117805	27	1	27	1	27	0.769206	28	1	27	0.0170554	28	1	27	1	27	1	27	1	27	0.489652	27	1	
228	28	1	28	1	28	1	28	1	27	0.483608	27	1	27	0.818673	27	1	28	1	28	1	28	1	27	1	27	0.611825	28	1	27	1	28	1	27	0.381447	28	1	27	0.0976502	27	1	27	1	27	1	27	0.914441	27	1	27	0.27616	28	1	27	1	27	1	27	0.526163	27	0.792803	27	1	27	0.982417	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.687836	28	1	28	1	27	0.0221331	28	1	28	1	28	1	27	0.570101	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	27	0.480814	27	0.142061	28	1	27	1	27	0.639604	28	1	28	1	27	0.940468	27	1	27	0.809699	27	0.228215	27	0.15149	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	27	0.548294	28	1	27	0.714867	27	0.939508	28	1	27	1	27	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	28	1	28	1	27	0.748341	27	0.227652	27	0.351858	28	1	28	1	27	0.535671	28	1	28	1	28	1	28	1	28	1	28	1	27	0.17186	27	0.328799	28	1	28	1	28	1	28	1	27	0.00655469	27	0.687931	27	0.359639	28	1	27	1	
229	28	1	28	1	28	1	28	1	28	1	27	0.729645	28	1	28	1	28	1	28	1	28	1	27	0.506911	28	1	28	1	27	0.120574	28	1	28	1	28	1	28	1	27	1	28	1	27	0.296092	28	1	27	0.225664	28	1	28	1	27	0.0794871	27	0.0973578	28	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	28	0.531676	28	1	28	1	28	1	28	1	28	1	28	1	28	0.89104	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	0.13248	28	1	28	1	28	1	28	1	28	1	27	0.432876	27	1	28	1	27	1	28	1	28	1	28	1	28	1	28	1	28	1	27	0.555188	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	
230	28	0.0302685	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	0.0906316	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	0.0612319	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	28	1	28	1	28	0.878598	28	1	28	1	28	1	29	1	28	0.692511	28	0.173714	28	0.175837	28	1	28	1	28	1	28	1	27	0.134889	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	28	1	27	0.180178	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	27	1	
231	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	28	1	28	1	29	1	28	1	28	1	28	1	29	1	29	1	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	
232	29	1	28	1	28	0.00993418	28	0.0223827	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.198733	28	0.199464	28	1	28	1	28	1	28	0.430381	29	1	28	0.0967835	28	1	28	0.726052	28	1	29	1	29	1	28	1	28	1	29	1	28	0.388123	28	0.520164	28	1	29	1	29	1	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.882457	28	0.131316	29	1	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.194121	28	0.174389	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.0853268	28	1	28	1	28	1	28	1	28	1	28	1	28	0.0878433	28	1	28	1	28	1	28	1	28	1	28	1	28	1	
233	29	1	28	0.12772	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	0.804474	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	28	1	28	0.0914179	28	0.539737	29	1	29	1	29	1	28	1	29	1	28	0.901492	29	1	29	1	28	0.57442	28	1	29	1	29	1	29	1	28	1	29	1	29	1	29	1	29	1	28	0.783654	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	29	1	29	1	29	1	28	0.325149	28	1	29	1	28	1	28	1	28	0.468485	29	1	29	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.793464	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	1	29	1	28	0.598288	28	0.83818	28	1	28	1	28	1	28	1	29	1	28	1	28	0.689512	28	1	28	1	28	1	28	1	28	1	
234	29	1	29	1	29	1	29	1	28	1	28	1	28	1	28	1	28	0.35132	29	1	28	0.752617	28	1	28	1	28	0.251821	28	1	28	0.630443	28	1	28	0.549594	28	1	28	1	28	1	28	1	28	1	28	1	28	1	28	0.563842	28	1	28	1	28	1	28	1	28	1	28	1	29	1	29	1	28	0.215596	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	29	1	29	1	29	1	28	1	29	1	29	1	29	1	29	1	29	1	28	0.821438	28	0.798869	28	0.781092	28	1	28	1	28	1	28	0.907736	28	1	28	1	28	0.819915	28	0.926512	28	1	28	1	28	1	28	1	28	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.324678	29	1	28	0.685064	28	1	29	1	29	1	29	1	28	0.439505	28	1	28	1	28	0.565111	28	1	28	1	29	1	28	1	28	1	28	0.000562984	28	1	28	0.734976	28	0.420774	28	0.7605	29	1	28	0.654627	29	1	28	1	28	0.657063	28	0.285268	28	1	28	1	28	1	28	0.220728	29	1	28	1	28	0.0985665	28	0.642506	29	1	29	1	29	1	29	1	28	1	28	1	28	0.638014	29	1	29	1	29	1	28	1	28	1	28	1	28	0.442903	28	1	
235	29	1	29	1	29	1	29	1	28	0.351329	28	1	28	0.767247	28	0.890185	29	1	29	1	29	1	28	1	28	0.452224	29	1	28	1	29	1	28	0.223043	29	1	29	1	28	1	28	0.913224	28	1	28	0.835552	28	1	28	0.184757	29	1	28	1	28	1	28	0.448565	28	0.726783	28	1	28	0.927161	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	0.576796	29	1	29	1	29	1	29	1	29	1	29	1	28	0.440885	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	28	0.364152	28	0.0216937	29	1	28	0.951696	28	0.485993	29	1	29	1	28	0.7845	28	1	28	0.669335	28	0.146024	28	0.0132124	29	1	29	1	29	0.875609	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	28	0.432313	29	1	28	0.581015	28	0.788328	29	1	28	1	28	1	29	1	28	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	29	1	29	1	28	0.673366	28	0.135733	28	0.274054	29	1	29	1	28	0.513438	29	1	29	1	29	1	29	1	29	1	29	1	28	0.0247323	28	0.239556	29	1	29	1	29	1	29	1	29	1	28	0.575736	28	0.242979	29	1	28	1	
236	29	1	29	1	29	1	29	1	29	1	28	0.624105	29	1	29	1	29	1	29	1	29	1	28	0.362291	29	1	29	1	28	0.013319	29	1	29	1	29	1	29	1	28	1	29	1	28	0.159209	29	1	28	0.087675	29	1	29	1	29	1	28	0.00929293	29	1	29	1	28	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	29	0.412892	29	1	29	1	29	1	29	1	29	1	29	1	29	0.764271	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.89543	29	1	29	1	29	1	29	1	29	1	30	1	29	0.965801	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.0731578	29	1	29	1	29	1	29	1	29	1	28	0.281983	28	1	29	1	28	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.48258	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	1	
237	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.0508623	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	30	1	29	1	29	1	29	0.797766	29	1	29	1	29	1	30	1	29	0.557668	29	0.0518189	29	0.110819	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	30	1	29	0.958905	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.970005	29	1	28	0.0465368	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	28	0.884358	
238	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	30	1	29	1	29	1	30	1	29	1	29	1	29	1	30	1	30	1	30	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	30	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	
239	30	1	29	1	30	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	0.0993353	29	0.118198	29	1	29	1	29	1	29	0.331086	30	1	30	1	29	1	29	0.613671	29	1	30	1	30	1	29	1	29	1	30	1	29	0.262275	29	0.409606	29	1	30	1	30	1	30	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	0.711582	30	1	30	1	30	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	0.059355	29	0.02616	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	30	1	29	1	29	1	29	1	29	1	29	1	29	1	29	1	
